ScenarioName	anim.ks	DO NOT EDIT
ちょっぴり楽しくもあったかな	
To：ほむらちゃん	
件名：re：エイミー	
わたしたちもエイミーも大冒険だったね。	
おやすみなさい。	
To：ほむらちゃん	
件名：re：エイミー	
夜の学校は怖かったけど、	
ちょっぴり楽しくもあったかなーって。	
ほむらちゃんがいたからだね。	
ScenarioName	replay.ks	DO NOT EDIT
回想モード	回放模式
ScenarioName	scenario01_prologue.ks	DO NOT EDIT
世界は二度書き換えられた。	世界被改写了两次。
一度目は、みんなの幸せを願った子によって。	第一次，是因为一个孩子祈祷大家都能幸福。
二度目は、その子の幸せを願った者によって。	第二次，是因为有人祈祷这个孩子能幸福。
世界の創造主たる者に、ふさわしいのは神の名。	对于世界的创造者，应该冠以神之名才对。
確かにあの子は神だ。女神だ。	那孩子的确是神，是女神。
すべての者を等しく包み込む、慈愛の心を持っている。	平等地接纳所有人，有一颗慈爱的心。
だけど、私はどうだろう。	但，我又是什么呢？
女神を天より引きずり下ろし、その力を引き裂いた。	把女神从天上拉下，撕裂了那份力量。
そうして神から人の子へと戻した私は、悪魔と呼ぶのがふさわしい。	让神变回了人的我，就该被称为恶魔。
あの子の力は、小さな石に封じ込めた。	那孩子的力量，封印在一块小石头中。
そうして今、私の左耳に揺れている。	此刻，就在我的左耳边摇晃。
トカゲの形をしたイヤーカフスに守られて。	被蜥蜴形状的耳饰看守着。
より正確に言うならば、イヤーカフスのフリをしたトカゲによって。	更确切地说，耳饰是蜥蜴伪装的。
この子は私の使い魔だと思ってもらえればいい。	可以把这孩子当成我的使魔。
普段はイヤーカフスに擬態しているけれど、たまにちょろちょろと歩き回っては見聞きしたことを耳打ちしてくれる。	它通常会拟态成耳饰，偶尔也会四处游荡，讲述它的所见所闻。
大抵がさほど必要のない情報で、こちらの言うことをあまり聞いてくれないのが難点だけど。	不过大多数时候，得到的情报并不是很重要，反而是不怎么听命令这点让人困扰。
あの子の力といつも共にあるから、勝手に「マドカ」と名付けている。	因为总是散发和那孩子相同的力量，我擅自给它取名为「円」。
ちょっと安直すぎるかしらね。	或许这有些太随便了。
私自身は、いつもまどかと共に。	我自己呢，总是和圆在一起。
つかず離れずの距離を取り、あの子を見守り続けている。	保持着不远不近的距离，一直监视着那孩子。
幸せでありますように。	希望你能够幸福。
笑顔が絶えませんように。	愿你永远保持微笑。
みんなに囲まれ、楽しい毎日をどうか永遠に。	在大家的簇拥下，每天都快快乐乐直到永远。
孤独の中、救い続けたあの日々は夢にしてしまえばいい。	在孤独中，日夜不停地拯救就当作一场梦。
悪い、悪い夢。	一场，噩梦。
……この世界での穏やかな日々も、すべては夢の中？	……在这个世界中所有安稳的日子，是否也是一场梦？
それでもいい。	就算那样也好。
それなら私は、この夢が終わらないよう、ずっとずっと守り続けるだけだから。	那样的话我，会一直守护着这个梦，让它永远不会结束。
ScenarioName	scenario02_ki.ks	DO NOT EDIT
シーン1	scene1
シーン2	scene2
シーン3	scene3
「あの、ほむらちゃん！　よかったら一緒に帰らない……？」	「那个，小焰！要是可以的话一起回家吗……？ 」
これがはじめてじゃないのに、毎回緊張して声が震えるのどうにかならないかな。	明明不是第一次这样问了，但每次都会声音颤抖，怎么办呢。
ほら、訝しげにこっちを見て――くれたら、まだよかったんだけど……。	看啊，又被用惊讶的眼神——看着，又会被拒绝……
「ごめんなさい」	「对不起。」
表情一つ変えずに謝られると、いかにも形式的な感じがしていたたまれなくなっちゃう。	要是道歉时脸上表情没有任何变化，会让人觉得只是在走走形式。
実際そうなのかな。昨日も一昨日もその前も、毎日のように誘っては断られているから、いい加減飽き飽きしてるのかも。	可能确实是这样。昨天，前天和大前天，每天都邀请然后被拒绝， 也许她已经厌倦了。
「理由、聞いてもいい……？」	「我能问一下为什么吗……？ 」
「用事があるの」	「我有事要做。」
「用事？」	「有事？」
「そう」	「是的。」
「どんな？」	「什么事？ 」
「あなたには関係ない」	「这跟你无关。」
「ううっ、確かにそうだけど……誘うの迷惑……かな……？」	「嗯~，确实是这样 ......是不是嫌邀请麻烦 ...... 呢......？」
「……別に」	「......不是。」
「じゃあ、どうしていつも断るの？」	「那，为什么总是拒绝呢？」
「用事があるから」	「因为我有事要做。」
「毎日？　習い事でもしてるの？」	「每天都有？是学习吗？」
「特には」	「那倒没有。」
「じゃあなんで――」	「那为什么――」
いけない、ループしてる。口をつぐむわたしを、ほむらちゃんは相も変わらず無表情で見つめてきます。	糟了，对话又在循环了。我只好闭上嘴，小焰一如既往面无表情地盯着我。
あの日を除けば、ほむらちゃんはずっとこんな感じです。	除了那天，小焰一直都给我这样的感觉。
あの日――	那天――
わたしが三年ぶりに見滝原に戻り、この学校に転校した初日。ほむらちゃんは自ら案内を買って出てくれました。	那是我时隔三年回到见泷原，也是我转来这所学校的第一天。小焰主动为我指路。
それだけなら親切な子だなで終わったんだけど、その時にあったとある出来事で気になる子になって。	如果仅仅是这样，她应该只是个亲近人的孩子，但当时发生的一件事让我对她在意了起来。
距離を縮めようとしてるんだけど、一向に縮まらないどころか、むしろ遠のいてるように感じるのは気のせいではないはず。	我在努力缩短我们之间的距离，但别说缩小了，反而越来越远， 这种感觉总不能是错觉吧。
「話はすんだ？」	「话说完了吗？ 」
感情の読み取れない表情と声で、なおもわたしを見つめるほむらちゃん。	小焰的表情与声音读不出情绪，她任然仍然望着我。
あの日とのちがいに寂しさが募るけど、表向きは笑顔を……作れたと思います。	与那天不同的寂寞感涌上心头，我强装笑颜 ......。
「うん、引き止めてごめんね。また明日ね」	「啊，抱歉耽误你了。明天见。」
「ええ」	「嗯。」
笑顔を見せたら同じように返してくれるかなって微かに期待したけども、そううまくはいくはずもなく。	如果对她微笑或许她会报以同样的微笑，我这么期待着但事与愿违。
能面のような顔を見送り、姿が見えなくなったところで大きく息を吐き出しました。	我把目光从那面无表情的脸上移开，她的身影消失时我重重地呼了一口气。
「はぁ……」	「哈啊....... 」
「大概諦めが悪いよね、まどかは」	「差不多也该放弃了吧，圆？」
「さやかちゃん……ずっと見てたの？」	「沙耶加.......你一直在看吗？」
「そりゃね。あいつがまどかになんかしたらいけないからさ。もっとも、それ以前の話みたいだけど」	「算是吧。总不能让那家伙对圆做危险的事。本来之前就说过这事来着。」
「わたし、嫌われてるのかな……」	「我，被讨厌了吗 ......」
「それはないでしょ。だからこそあたしはあいつを警戒してるんだし」	「这是不可能的，所以我才一直警戒着那家伙。」
「なんでそこまで警戒してんのか、いい加減教えてほしいんだけどさぁ」	「有必要这么警戒吗，差不多也该说说原因了吧。」
「それは……言ってもたぶん鼻で笑われるから言わない」	「这...... 说出来的话你搞不好会嘲笑我所以我不说。」
「なんだよそれ。あたしらのこと信用してないわけ？」	「什么嘛，是不信任我们喽？」
「そうじゃないけど……」	「不是的……」
「理由は言えない、でもほむらは危険だから近付くなってさ、素直に聞けるかよ。なぁまどか？」	「理由不说，但又说焰很危险不要靠近她，谁会老实听你的啊。对吧，圆？」
「う……ん……さやかちゃんが理由なく人を悪く言う子じゃないのはわかってるんだけど……」	「呜……嗯……沙耶加不是那种无缘无故说别人坏话的孩子，但...... 」
「ぬぅ……じゃあ言うけどさ、絶対に笑わないでよ？」	「唉……那我说吧，千万别笑我哦？」
「ああ、信じろって」	「啊啊，我信你。」
「真面目に聞くよ」	「我会认真听的。」
「暁美ほむら。あいつはね、	「晓美焰。那家伙。
悪魔なんだ」	是个恶魔。」
「…………」	「…………」
「…………」	「…………」
「……なにかリアクションしてよ」	「...... 你们这是什么反应？」
「えっとぉ……」	「呃............」
「悪魔みたいに性格悪いってことか？」	「你是说她性格像恶魔一样？」
「ううん。いや、うん。それでいいや。それでいいから危険なの。わかった？」	「不不不，不是的，不是那样的。别管那么多了反正很危险，明白了吗？」
「わかんないよ……」	「我不明白...... 」
「今までそんなに話したことないけどさ、そこまで性格捻じ曲がってるようには見えないぜ？」	「虽然至今为止没和她说上几句话，但她的性格看起来没这么扭曲啊？」
「それはあいつがネコ被ってるからだよ。見た目で騙されちゃダメ」	「那是因为那家伙总装成小猫咪。别被她的表象迷惑了。」
「実際頭にネコ被ってたらおもしろいよなぁ」	「如果她真的戴猫耳就太有趣了。」
「あ、だね！　かわいいかも」	「啊，是的！会很可爱的」
「ちょっとぉ、和み系に話逸らさないでよ。想像したらギャップで笑うし」	「等等，别扯远了。那种事一想到就笑不出来了。」
怒った顔を作りながらも、その口元は緩んでるさやかちゃん。	沙耶加做出生气的样子，但嘴上却很轻松。
そうなるともう真面目な話はできなくて、ほむらちゃんのことはうやむやになっちゃった。	弄成这样也不可能认真地谈论了，小焰的事也不了了之了。
悪魔みたいな性格だなんて、とても思えないよ。	我觉得小焰不会是恶魔般的性格。
もしも本当にそんな悪い子なら、わざわざ学校の中を案内してくれる？	如果小焰真的是个坏孩子，有必要特地带我参观学校吗？
質問攻めにあって困っているのを助けてくれるかな？	会在我被问题困扰的时候帮助我吗？
もっともそれは結果的にそうなっただけで、意図してやったものではないのかもしれないけれど。	但这可能只是行为的结果，不是小焰的初衷。
「じゃあ、わたしはここで」	「那，我就先告辞了。」
「またネコのところに行くの？」	「又要去猫那吗？」
「うん。オヤツもあげたいし」	「嗯，我想喂它吃点零食。」
「オヤツ！？　あたしにもくれよぉ」	「零食！？也给分我一点呗！」
「いいけど、かつお節だよ？」	「可以啊，鲣鱼片吃吗？」
「なーんだ。じゃあいいや」	「什么嘛，那我不要了。」
「杏子ってホント自由気ままっていうかなんていうか……」	「杏子真不知道该说你是自由自在还是什么的......」
「あ？　なんでそんな呆れ顔してんだよ。なんか文句でもあんの？」	「啊？你怎么一脸茫然？有什么不满吗？」
「別にぃ」	「没什么。」
「えとぉ……バ、バイバイ！」	「那...... 拜，拜拜。」
険悪な雰囲気になってきたから、逃げるように別れを告げて。	气氛有些糟糕了，我一边逃一边告别。
向かうはここ最近のお気に入りの場所。お気に入りのネコちゃんに会いに行きます。	去我最近中意的地方，见我喜欢的猫。
「エイミー、おまたせ」	「艾米，久等了」
「にゃー」	「喵ー」
ゴロンと転がり毛づくろいをしていた黒ネコのエイミーは、声をかけるなり駆け寄ってわたしの足に何度も体をこすりつけてきます。	黑猫艾米正在打滚梳理毛发，我一叫她就跑到我身边，在我腿上蹭来蹭去。
「にゃー、にゃー」	「喵ー 喵ー」
「今日はかつお節だよ」	「今天是鲣鱼片哦。」
小袋の封を切って手のひらにのせると、後ろ足で立ち上がって大騒ぎ。	我把小袋密封着的东西放在手心，它用后腿站起闹起来。
「にゃーん！　にゃっ、にゃああああ！！」	「喵喵！　喵，喵啊啊啊啊！！」
「わっ、わっ、いまあげるから」	「哇，哇，现在就给你。」
しゃがむなりわたしの手のひらに頭をつっこみ、かふかふと食べるエイミー。	艾米蹲下把头放在我的手掌上，吃了起来。
「そんなにお腹が空いてたの？　もっと早くに来ればよかったかなぁ」	「你饿了吗？要是我早点来就好了」
「（かふかふ、かふかふ）」	「（嚼嚼，嚼嚼）」
「まだあるからね」	「还有呢」
「にゃー！！」	「喵ー！！」
「あはは、エイミーってばおひげも顔もかつお節だらけだよ」	「哈哈，艾米胡须和脸上都是鲣鱼片了哦。」
「にゃ？」	「喵？」
「食べ終わったら綺麗にしようね」	「吃完了再擦擦吧。」
「んにゃ」	「嗯喵。」
「はい、おかわりだよ」	「来，还有的。」
「（かふかふ、かふかふ）」	「（嚼嚼，嚼嚼）」
「……あのね、エイミー。今日もほむらちゃんに断られちゃった」	「...... 听我说，艾米。今天小焰又拒绝我了」
「にゃ？」	「喵？」
「エイミーのこと紹介したいのに……ほむらちゃんも絶対ネコ好きだもん。わたし見ちゃったんだ。	「我想把艾米介绍给她......小焰绝对会喜欢猫的。我之前看到过。
ほむらちゃんのシャーペンにネコのワンポイントがついてるの」	小焰的自动铅笔上印了只猫。」
「ふにゃ……」	「呜喵...... 」
「ハンカチにもついてたよ？　ネコ好きじゃなかったら選ばないと思うんだ。	「她的手帕上也有哦，要是不喜欢猫的话应该不会选择这种图案吧。
ほむらちゃんのイメージからしたら意外すぎるもの。大人っぽいもの好みそうなのに」	相比起想象中的小焰来说太出乎意料了。还以为她喜欢些更有大人感的东西呢。」
「（かふかふ、かふかふ）」	「（嚼嚼，嚼嚼）」
「興味ない？　でも……ごめんね。エイミーしか話せる人いないんだ。人じゃなくてネコだけど」	「没兴趣吧？　但是......对不起。除了艾米我没人可以倾诉。只有不是人的猫可以听我说。」
さやかちゃんはあいつに近付くなの一点張りだし、杏子ちゃんはがんばれーと適当なエールを送るだけ。送ってくれるだけ、まだマシなのかもしれないけれど。	沙耶加总是离得近了就会远离，而杏子只是用邮件发几句加油。送是送到了，又只能向她回复好的。
仁美ちゃんは「キマシたわ」とよくわからない言葉を口にするしで、安心して話せるのはこのエイミーしかいないのです。	仁美说着「来了哦」这种搞不懂的话，唯一能放心交谈的只有艾米了。
ネコに話したってアドバイスが返ってくるわけでもなし、と人は思うかもしれないけれど、エイミーはまるでこちらの言葉がわかるかのように相槌を打ってくれます。	人们总觉得，和猫说话对方不会给你任何建议， 但艾米却能像听懂了在说什么一样蹭过来。
それさえもただ鳴いてるだけって言うかもしれない。だけど大事なのはそこじゃなくて、エイミーが傍にいてくれること。そこにわたしは救われているんです。	可能会说它这样只是在喵喵叫而已。但重要的不是这个，重要的是艾米陪在我身边。这件事将我拯救了。
声にして吐き出すことで体の内に溜まったもやもやが薄れていく。そうして気力を取り戻して、またほむらちゃんへと挑むのです。	说出来就感觉积聚的阴郁心情稍少了一些。恢复了精力，准备再次挑战小焰。
今のところ全敗だけど。	虽然迄今为止是全败。
「さやかちゃんは、わたしがほむらちゃんに嫌われてはいないって言ってくれたけど、それならどうして避けるのかな？」	「沙耶加说，我没有被小焰讨厌，那她为什么要躲着我呢？」
「最初はあんなに親切だったのに……あの時にわたし、気に障ることしたのかな……」	「明明你最开始对我那么亲切……是当时的我，做了什么冒犯你的事吗……」
一番怪しいのはほむらちゃんの質問に対するわたしの答え。	最奇怪的是我对小焰问题的回答。
「いずれあなたの敵になるかもね」なんて言われてしまったけれど、その後にリボンを結んでくれた手付きは優しくて、涙を浮かべながら微笑んでくれて……。	虽说着「也许我迟早会成为你的敌人」，但之后她系缎带的手却很温柔，含着泪对我微笑着......
「あの涙が理由なのかな。だとしても、さっぱりわかんないよ……」	「那些眼泪是不是原因呢。如果是的话，我也完全不懂……」
あまりに謎が多すぎて、いっぱいお話したら少しは解けるかもと誘ってみるも断られ。	有太多的谜团，要是能好好谈谈的话倒能解开这些疑问，但每次邀请她都拒绝了。
「どうしたらいいのエイミー」	「发生什么事了吗艾米？」
「ふにゃー！！」	「呜喵！！」
抱き上げてお腹にぐりぐり顔を押し付けたら威嚇されちゃった。	我把它抱起来用脸蹭它的肚子被恐吓了。
「あうう、ごめん。でもね、もうエイミーだけが頼りなの」	「啊呜呜，对不起。但是，我只能依赖艾米了。」
「にゃっ、にゃっ」	「喵，喵。」
うずめたままの頭にネコパンチ。爪を立てられない内に下ろします。	
「なにかキッカケがあればいいのにな……ほむらちゃんと仲良くなりたいよ……」	
エイミーの顔に残るかつお節をつまんで取って、喉を指先でなでるとゴロゴロ鳴らし目を細めます。	
そのまま続けるといつもならコロンと横になるのに、その日に限っては座ったまま、じっとわたしを見つめていました。	
今日こそ絶対ほむらちゃんを誘ってみせる！	
決意新たに気合いは十分。なにせ今日のわたしには秘策があるのです。	
朝刊に折り込まれていたチラシ。	
「まどか、こういうの好きだろ」ってママが手渡してくれたそれには『第二十二回　にゃんにゃんフェスティバル』の文字が。	
場所は駅前のショッピングモール。開催期間は今日から一ケ月。プロアマ問わずネコ好きのクリエイターたちの手によるネコをモチーフとした雑貨が大集合。	
展示販売しているだけでなく、十匹のネコちゃんたちとのふれあいコーナーもあるとか。	
これをほむらちゃんに差し出しながら「一緒に行こうよ。一人じゃつまらないもん」と誘えば、もしかしたら首を縦に振ってくれるかも。	
キーンコーンカーンコーン――。	
チャイムの余韻が残るうち、振り返った先にはほむらちゃんが――	
もう席立ってる！？	
「そんな、早いよ……！！」	
わたわたとカバンに教科書とノートを押し込んでいる間にも、ほむらちゃんはスタスタと出入口に向かって歩いていきます。	
「待っ――ああっ！！」	
掴み損ねたペンケース。床に落ちて中身をぶちまけ、消しゴムは盛大に転がって。	
はううっ、みんな見てるよぉ……派手な音したもんね……。	
意識しまいと思えば思うほど、逆に意識して赤面し、そのことにますます募る羞恥心。	
「大丈夫？」	
声と同時に差し出された手のひら。そこにはちょこんとわたしの消しゴムが乗っています。	
「あ、ありがと」	
「手伝うわ」	
どうしてほむらちゃんが？	
帰ろうとしていたんじゃないの？	
ぽかんとするわたしの前でほむらちゃんは消しゴムをペンケースに入れると、散らばっていたペンも手際よく集めていきます。	
そうしてそれもまたペンケースにしまいこむと、わたしの机の上にポンと置いてくれました。	
「って、待って待って！！　なんで黙って行っちゃうの！？」	
「……バイバイ？」	
「その前にお礼くらい言わせてよ」	
「別にいいわよ、このくらい。それじゃあ」	
「待ってってばー！！」	
「ちょっと、袖引っ張らないで。伸びるでしょう？」	
今日ばかりはおとなしく引かないって決めたんです。	
だってほむらちゃん優しいもん。やっぱりとっても優しいもん。	
でなきゃ、わざわざ引き返して拾ってなんかくれないもん！！	
「メ、メルアド教えて！！」	
「は？」	
「もっとお話したいの！　だから教えて！！」	
「ちょっと……」	
周りをきょろきょろ気にするほむらちゃん。理由はわかります。	
ペンケースを落としてからずっと、みんなの視線はここへと集中。そんな中おねだりされたら、さすがに断れないよね？	
なんて、計算したわけじゃなく、勢いあまって口にしちゃったんだけどね。	
「一緒に帰るのとメルアド教えるの、どっちがいい？」	
「なによその二択……ああもうわかったわよ。教えればいいんでしょ？」	
「いいの！？」	
「いいって言うまで離してくれそうにないし、仕方ないわ」	
やった、はじめての勝利！	
ショートメールで送るからと電話番号も聞き出して、かつてない指さばきでササッと登録完了です。	
「えへへ、ありがとう」	
「どういたしまして。それじゃあ今度こそ帰るから」	
「うん！　バイバーイ！！」	
「バイバイ……」	
心なしか疲れた様子で立ち去る背中を見送って、スマホをそっと胸元に抱えます。	
今この瞬間から、スマホが一番の宝物になっちゃった。これでほむらちゃんといつでもお話できる。	
「おーおー喜んじゃって。わかりやすいなぁ、まどかは」	
「だって、ようやく一歩前進したんだもん」	
「しなくていいのに。連絡先を交換するだなんて……」	
「その割にはおとなしく見守ってたな。てっきり邪魔するもんだと思ってたぜ」	
「そりゃあ……がんばってる親友の邪魔はできないでしょ。いくらその相手があいつでもさ」	
「さやかちゃん……」	
「応援もしてやりゃあいいのに。あいつイイやつじゃん。真っ先にまどかを助けに行ったぞ」	
「あたしも行こうとしたよ！　あいつに先越されたけどさ！！」	
「結果的にはそれがよかったな」	
「まどかにとってはね。あたしは色々悔しいけど」	
「ありがとね、さやかちゃん」	
「そのお礼は皮肉か！？　皮肉なんか！？　	
わーんまどかのバカーーーーー！！」	
「あ、行っちまった。まぁいっか」	
「いいんだ……」	
「まどかはこの後どっか寄ってくのか？」	
「うん。またエイミーのところに」	
「そのエイミーっての、まどかが名付けたんだよな」	
「うん。野良猫だから勝手につけちゃった」	
「どんな意味なんだ？」	
「なんとなく」	
「へ、へえ……案外大雑把なんだな……」	
「こういうのって変に考えこむより、直感でつけた方がいい名前になると思うんだ」	
「それは言えてるな。凝りすぎて呼びにくい名前になってもいけないし……	
うん、そんならエイミーってのは呼びやすいし、いい名前だな」	
「でしょー？」	
「今度そいつに会わせてよ」	
「今から一緒に行く？」	
「そうしたいのは山々なんだけどさ、一応さやかのフォローしとかねーと後々うるさいんだよ。オヤツ抜きにされるしさぁ」	
「オヤツ抜きって杏子ちゃん一番堪えるね……わたしも行くよ」	
「大丈夫さ。ちょっとおだてりゃすぐに収まるから。まどかはエイミーのとこ行ってやりなよ。な？」	
「ん……ありがとう、杏子ちゃん。また明日ね」	
「おー。じゃあなー」	
「――エイミー――」	
「あれ、誰かいる？」	
しかもエイミーって、そう言った。	
「エイミー」	
やっぱりそうだ、間違いない。	
わたしの他にもエイミーって名付けた人がいるの？　だとしたらすごい偶然だよ！！	
自然と早くなる足取り。	
角を曲がると、そこには――	
「ほむらちゃん！？」	
「まどか！　ど、どうしてここに……」	
わぁ珍しい。	
あからさまにうろたえて、じりじり後ずさるほむらちゃん。	
片手はカバンの外ポケットをごそごそ探っています。	
とっても挙動不審。	
しかも中身を落としたのに気付いてないよ。	
「ほむらちゃん。それ」	
「え？」	
「にぼし……だよね。ポケットから落ちたよ」	
「あっ」	
「もしかしてエイミーにあげようとした？」	
「ちがうわ！　これは……そう。私が食べるのよ」	
「ほむらちゃんが？　外で？　にぼしを？」	
「そうよ。にぼしはカルシウムを効率よく摂取できるの。なぜならカルシウムの吸収を手助けするビタミンDが多く含まれているからよ」	
「さらには鉄分、DHA、EPA、タウリンにタンパク質をも含有したスーパーフードなの。すごいでしょう？」	
「すごいね」	
「軽いわね」	
「ところでさっき、エイミーって言ってたよね」	
「空耳ではないかしら。もしくはエイムを聞き間違えたのかも。ちなみにエイムは銃などで狙うことを意味するのだけど、いくつか種類があって移動エイムに置きエイム、マウス――」	
「いっ、	
た、	
よ、	
ね？」	
「…………」	「…………」
「黙り込んで目を逸らすのって、もう頷いてるのと同じだよね」	
「いけない、電話だわ」	
「えっ？」	
おもむろに取り出したスマホの画面は真っ暗で、うんともすんともいっていないけど……。	
「鳴ってないよね、それ」	
「マナーモードなの」	
「でもバイブ音もしないし……」	
「サイレントなの」	
「それにしたって画面は光るよね？」	
「もしもし？　もしもし？　よく聞こえないわ。電波の入りが悪いみたいね」	
「ここ外だよ？　街中だよ？」	
「もしもし？　ああ、こっちなら聞こえるかも」	
「ほむらちゃん？　ほむらちゃーん」	
わたしの立ち位置とは正反対の方へテクテクすたすた。	
沈黙したままのスマホは耳へと押し当てて。	
いっそわたしがかけちゃおうか。	
「ねぇほむらちゃん。もう演技は――	
あっ」	
バイバイも言わずに地を蹴って、ダッと走り出した背中はあっという間に小さくなります。	
それを追いかける気には到底なれませんでした。	
こうも露骨に逃げられるなんて……。	
連絡先を交換できて浮かれていた気持ちが一気にしゅんとしぼんじゃう。	
わたしはこんなにも距離を縮めたいと思っているのに、一方通行なのが悲しいよ……。	
「……一緒に行きたかったな……」	
